instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/10-treeWeight-53-10leaves.asp.ground,0.0051,0.8052,0.0046,0.007,0.7057,0.1111,1.0,18809.0,16787.0,2022.0,69523.0,3.6963,18068.0,1049.0,0.0,0.0,18205.0,18145.0,40.0,20.0,0.0,0.9967,0.0022,0.0011,0.0,536.0,100.0,20.0,416.0,0.1866,0.0373,0.7761,50815.0,12824.0,5884.0,0.7309,0.1845,0.0846
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/11-treeWeight-94-10leaves.asp.ground,0.0024,0.8686,0.0022,0.0055,0.8189,0.0525,1.0,39496.0,37474.0,2022.0,152356.0,3.8575,38318.0,1536.0,0.0,0.0,38495.0,38435.0,40.0,20.0,0.0,0.9984,0.001,0.0005,0.0,632.0,104.0,20.0,508.0,0.1646,0.0316,0.8038,112961.0,31510.0,7885.0,0.7414,0.2068,0.0518
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/13-treeWeight-105-10leaves.asp.ground,0.0024,0.8879,0.0021,0.006,0.8385,0.0519,1.0,39932.0,37910.0,2022.0,153504.0,3.8441,38797.0,1502.0,0.0,0.0,38985.0,38925.0,40.0,20.0,0.0,0.9985,0.001,0.0005,0.0,652.0,102.0,20.0,530.0,0.1564,0.0307,0.8129,113673.0,32687.0,7144.0,0.7405,0.2129,0.0465
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/16-treeWeight-45-10leaves.asp.ground,0.0065,0.7524,0.0058,0.0067,0.6299,0.1405,1.0,14939.0,12917.0,2022.0,54318.0,3.636,14272.0,956.0,0.0,0.0,14392.0,14332.0,40.0,20.0,0.0,0.9958,0.0028,0.0014,0.0,496.0,102.0,20.0,374.0,0.2056,0.0403,0.754,39480.0,9035.0,5803.0,0.7268,0.1663,0.1068
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/18-treeWeight-107-10leaves.asp.ground,0.002,0.8869,0.0018,0.0053,0.8451,0.0441,1.0,46928.0,44906.0,2022.0,181879.0,3.8757,45663.0,1642.0,0.0,0.0,45854.0,45794.0,40.0,20.0,0.0,0.9987,0.0009,0.0004,0.0,669.0,105.0,20.0,544.0,0.157,0.0299,0.8132,135052.0,38745.0,8082.0,0.7425,0.213,0.0444
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/19-treeWeight-75-10leaves.asp.ground,0.0035,0.8306,0.0031,0.0059,0.7614,0.076,1.0,27427.0,25405.0,2022.0,104246.0,3.8009,26463.0,1289.0,0.0,0.0,26613.0,26553.0,40.0,20.0,0.0,0.9977,0.0015,0.0008,0.0,568.0,102.0,20.0,446.0,0.1796,0.0352,0.7852,76920.0,20245.0,7081.0,0.7379,0.1942,0.0679
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/21-treeWeight-89-10leaves.asp.ground,0.0047,0.8187,0.0042,0.0056,0.728,0.1027,1.0,20370.0,18348.0,2022.0,75587.0,3.7107,19551.0,1105.0,0.0,0.0,19680.0,19620.0,40.0,20.0,0.0,0.997,0.002,0.001,0.0,494.0,98.0,20.0,376.0,0.1984,0.0405,0.7611,55318.0,14306.0,5963.0,0.7318,0.1893,0.0789
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/24-treeWeight-64-10leaves.asp.ground,0.004,0.803,0.0036,0.006,0.7238,0.0878,1.0,23788.0,21766.0,2022.0,89916.0,3.7799,22881.0,1222.0,0.0,0.0,23020.0,22960.0,40.0,20.0,0.0,0.9974,0.0017,0.0009,0.0,545.0,105.0,20.0,420.0,0.1927,0.0367,0.7706,66229.0,16653.0,7034.0,0.7366,0.1852,0.0782
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/25-treeWeight-96-10leaves.asp.ground,0.0024,0.8677,0.0021,0.0054,0.819,0.0514,1.0,40337.0,38315.0,2022.0,155774.0,3.8618,39128.0,1562.0,0.0,0.0,39306.0,39246.0,40.0,20.0,0.0,0.9985,0.001,0.0005,0.0,623.0,103.0,20.0,500.0,0.1653,0.0321,0.8026,115538.0,32187.0,8049.0,0.7417,0.2066,0.0517
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/26-treeWeight-97-10leaves.asp.ground,0.0034,0.8227,0.0031,0.0048,0.7564,0.0746,1.0,28006.0,25984.0,2022.0,106700.0,3.8099,26985.0,1343.0,0.0,0.0,27122.0,27062.0,40.0,20.0,0.0,0.9978,0.0015,0.0007,0.0,561.0,103.0,20.0,438.0,0.1836,0.0357,0.7807,78795.0,20517.0,7388.0,0.7385,0.1923,0.0692
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/29-treeWeight-97-10leaves.asp.ground,0.0022,0.8706,0.002,0.0053,0.8245,0.0488,1.0,42480.0,40458.0,2022.0,164403.0,3.8701,41244.0,1595.0,0.0,0.0,41424.0,41364.0,40.0,20.0,0.0,0.9986,0.001,0.0005,0.0,634.0,104.0,20.0,510.0,0.164,0.0315,0.8044,122024.0,34149.0,8230.0,0.7422,0.2077,0.0501
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/hard/30-treeWeight-109-10leaves.asp.ground,0.0047,0.8244,0.0042,0.0053,0.7328,0.1032,1.0,20285.0,18263.0,2022.0,75155.0,3.705,19472.0,1105.0,0.0,0.0,19599.0,19539.0,40.0,20.0,0.0,0.9969,0.002,0.001,0.0,508.0,96.0,20.0,392.0,0.189,0.0394,0.7717,54971.0,14349.0,5835.0,0.7314,0.1909,0.0776
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/01-treeWeight-84-10leaves.asp.ground,0.0034,0.8169,0.0031,0.0052,0.7497,0.0745,1.0,28015.0,25993.0,2022.0,106915.0,3.8163,26998.0,1339.0,0.0,0.0,27140.0,27080.0,40.0,20.0,0.0,0.9978,0.0015,0.0007,0.0,561.0,103.0,20.0,438.0,0.1836,0.0357,0.7807,79001.0,20327.0,7587.0,0.7389,0.1901,0.071
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/02-treeWeight-76-10leaves.asp.ground,0.0029,0.8427,0.0026,0.0056,0.7839,0.0639,1.0,32523.0,30501.0,2022.0,124788.0,3.8369,31473.0,1402.0,0.0,0.0,31633.0,31573.0,40.0,20.0,0.0,0.9981,0.0013,0.0006,0.0,620.0,104.0,20.0,496.0,0.1677,0.0323,0.8,92366.0,24791.0,7631.0,0.7402,0.1987,0.0612
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/05-treeWeight-52-10leaves.asp.ground,0.0051,0.7997,0.0045,0.0069,0.7008,0.1099,1.0,19013.0,16991.0,2022.0,70459.0,3.7058,18264.0,1063.0,0.0,0.0,18400.0,18340.0,40.0,20.0,0.0,0.9967,0.0022,0.0011,0.0,547.0,101.0,20.0,426.0,0.1846,0.0366,0.7788,51547.0,12865.0,6047.0,0.7316,0.1826,0.0858
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/07-treeWeight-76-10leaves.asp.ground,0.003,0.8441,0.0027,0.0057,0.7841,0.0649,1.0,32045.0,30023.0,2022.0,122816.0,3.8326,31012.0,1388.0,0.0,0.0,31172.0,31112.0,40.0,20.0,0.0,0.9981,0.0013,0.0006,0.0,625.0,105.0,20.0,500.0,0.168,0.032,0.8,90872.0,24429.0,7515.0,0.7399,0.1989,0.0612
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/09-treeWeight-62-10leaves.asp.ground,0.0041,0.8227,0.0037,0.0065,0.7417,0.0895,1.0,23312.0,21290.0,2022.0,87610.0,3.7582,22448.0,1171.0,0.0,0.0,22594.0,22534.0,40.0,20.0,0.0,0.9973,0.0018,0.0009,0.0,534.0,100.0,20.0,414.0,0.1873,0.0375,0.7753,64399.0,16750.0,6461.0,0.7351,0.1912,0.0737
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/10-treeWeight-47-10leaves.asp.ground,0.0058,0.7892,0.0051,0.0072,0.6777,0.1254,1.0,16683.0,14661.0,2022.0,61050.0,3.6594,15995.0,989.0,0.0,0.0,16126.0,16066.0,40.0,20.0,0.0,0.9963,0.0025,0.0012,0.0,522.0,100.0,20.0,402.0,0.1916,0.0383,0.7701,44468.0,10903.0,5679.0,0.7284,0.1786,0.093
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/11-treeWeight-88-10leaves.asp.ground,0.0026,0.8599,0.0023,0.0056,0.8066,0.0567,1.0,36617.0,34595.0,2022.0,140928.0,3.8487,35483.0,1484.0,0.0,0.0,35654.0,35594.0,40.0,20.0,0.0,0.9983,0.0011,0.0006,0.0,616.0,104.0,20.0,492.0,0.1688,0.0325,0.7987,104412.0,28745.0,7771.0,0.7409,0.204,0.0551
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/12-treeWeight-57-10leaves.asp.ground,0.0045,0.8121,0.004,0.0066,0.7241,0.0973,1.0,21474.0,19452.0,2022.0,80291.0,3.739,20647.0,1129.0,0.0,0.0,20788.0,20728.0,40.0,20.0,0.0,0.9971,0.0019,0.001,0.0,523.0,101.0,20.0,402.0,0.1931,0.0382,0.7686,58918.0,15038.0,6335.0,0.7338,0.1873,0.0789
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/13-treeWeight-99-10leaves.asp.ground,0.0025,0.8811,0.0023,0.006,0.8291,0.055,1.0,37697.0,35675.0,2022.0,144672.0,3.8378,36592.0,1466.0,0.0,0.0,36774.0,36714.0,40.0,20.0,0.0,0.9984,0.0011,0.0005,0.0,640.0,102.0,20.0,518.0,0.1594,0.0312,0.8094,107076.0,30488.0,7108.0,0.7401,0.2107,0.0491
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/15-treeWeight-58-10leaves.asp.ground,0.0043,0.812,0.0038,0.0064,0.7265,0.0937,1.0,22289.0,20267.0,2022.0,83642.0,3.7526,21438.0,1156.0,0.0,0.0,21580.0,21520.0,40.0,20.0,0.0,0.9972,0.0019,0.0009,0.0,530.0,100.0,20.0,410.0,0.1887,0.0377,0.7736,61454.0,15675.0,6513.0,0.7347,0.1874,0.0779
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/16-treeWeight-39-10leaves.asp.ground,0.0077,0.7336,0.0069,0.0069,0.5889,0.1671,1.0,12578.0,10556.0,2022.0,44789.0,3.5609,11989.0,870.0,0.0,0.0,12103.0,12043.0,40.0,20.0,0.0,0.995,0.0033,0.0017,0.0,480.0,102.0,20.0,358.0,0.2125,0.0417,0.7458,32312.0,7097.0,5380.0,0.7214,0.1585,0.1201
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/17-treeWeight-47-10leaves.asp.ground,0.0054,0.7837,0.0048,0.0069,0.6801,0.1172,1.0,17859.0,15837.0,2022.0,65916.0,3.6909,17119.0,1038.0,0.0,0.0,17250.0,17190.0,40.0,20.0,0.0,0.9965,0.0023,0.0012,0.0,513.0,103.0,20.0,390.0,0.2008,0.039,0.7602,48158.0,11708.0,6050.0,0.7306,0.1776,0.0918
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/19-treeWeight-69-10leaves.asp.ground,0.0039,0.8182,0.0034,0.006,0.7422,0.084,1.0,24848.0,22826.0,2022.0,93974.0,3.782,23936.0,1230.0,0.0,0.0,24080.0,24020.0,40.0,20.0,0.0,0.9975,0.0017,0.0008,0.0,554.0,102.0,20.0,432.0,0.1841,0.0361,0.7798,69227.0,17853.0,6894.0,0.7367,0.19,0.0734
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/21-treeWeight-83-10leaves.asp.ground,0.0051,0.8031,0.0046,0.0054,0.7052,0.1116,1.0,18784.0,16762.0,2022.0,69351.0,3.692,17995.0,1069.0,0.0,0.0,18118.0,18058.0,40.0,20.0,0.0,0.9967,0.0022,0.0011,0.0,482.0,98.0,20.0,364.0,0.2033,0.0415,0.7552,50668.0,12756.0,5927.0,0.7306,0.1839,0.0855
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/24-treeWeight-58-10leaves.asp.ground,0.0046,0.7889,0.0041,0.0062,0.6996,0.0998,1.0,20967.0,18945.0,2022.0,78589.0,3.7482,20126.0,1150.0,0.0,0.0,20259.0,20199.0,40.0,20.0,0.0,0.997,0.002,0.001,0.0,533.0,105.0,20.0,408.0,0.197,0.0375,0.7655,57723.0,14161.0,6705.0,0.7345,0.1802,0.0853
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/unsat/25-treeWeight-90-10leaves.asp.ground,0.0026,0.8592,0.0023,0.0055,0.8069,0.0557,1.0,37306.0,35284.0,2022.0,143723.0,3.8525,36145.0,1508.0,0.0,0.0,36317.0,36257.0,40.0,20.0,0.0,0.9983,0.0011,0.0006,0.0,611.0,103.0,20.0,488.0,0.1686,0.0327,0.7987,106518.0,29299.0,7906.0,0.7411,0.2039,0.055
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/01-treeWeight-180-10leaves.asp.ground,0.0013,0.9244,0.0012,0.0048,0.8956,0.0289,1.0,71360.0,69338.0,2022.0,278782.0,3.9067,69827.0,1959.0,0.0,0.0,70065.0,70005.0,40.0,20.0,0.0,0.9991,0.0006,0.0003,0.0,769.0,103.0,20.0,646.0,0.1339,0.026,0.8401,207523.0,62731.0,8528.0,0.7444,0.225,0.0306
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/04-treeWeight-184-10leaves.asp.ground,0.0012,0.9286,0.0011,0.0048,0.9015,0.0268,1.0,76680.0,74658.0,2022.0,299931.0,3.9115,75087.0,2025.0,0.0,0.0,75337.0,75277.0,40.0,20.0,0.0,0.9992,0.0005,0.0003,0.0,780.0,104.0,20.0,656.0,0.1333,0.0256,0.841,223352.0,67914.0,8665.0,0.7447,0.2264,0.0289
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/05-treeWeight-206-10leaves.asp.ground,0.0015,0.9369,0.0013,0.0068,0.9034,0.0318,1.0,64681.0,62659.0,2022.0,250911.0,3.8792,63241.0,1918.0,0.0,0.0,63531.0,63471.0,40.0,20.0,0.0,0.9991,0.0006,0.0003,0.0,875.0,101.0,20.0,754.0,0.1154,0.0229,0.8617,186331.0,57366.0,7214.0,0.7426,0.2286,0.0288
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/06-treeWeight-146-10leaves.asp.ground,0.0017,0.9182,0.0015,0.0058,0.8815,0.0372,1.0,55534.0,53512.0,2022.0,215216.0,3.8754,54180.0,1746.0,0.0,0.0,54410.0,54350.0,40.0,20.0,0.0,0.9989,0.0007,0.0004,0.0,702.0,102.0,20.0,580.0,0.1453,0.0285,0.8262,159783.0,47968.0,7465.0,0.7424,0.2229,0.0347
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/07-treeWeight-157-10leaves.asp.ground,0.0014,0.9235,0.0012,0.005,0.8935,0.0299,1.0,68868.0,66846.0,2022.0,268806.0,3.9032,67382.0,1933.0,0.0,0.0,67623.0,67563.0,40.0,20.0,0.0,0.9991,0.0006,0.0003,0.0,809.0,105.0,20.0,684.0,0.1298,0.0247,0.8455,200039.0,60415.0,8352.0,0.7442,0.2248,0.0311
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/08-treeWeight-233-10leaves.asp.ground,0.001,0.9413,0.0009,0.0048,0.9179,0.0224,1.0,91654.0,89632.0,2022.0,359224.0,3.9193,89934.0,2206.0,0.0,0.0,90224.0,90164.0,40.0,20.0,0.0,0.9993,0.0004,0.0002,0.0,890.0,102.0,20.0,768.0,0.1146,0.0225,0.8629,267671.0,82816.0,8737.0,0.7451,0.2305,0.0243
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/09-treeWeight-117-10leaves.asp.ground,0.0022,0.9006,0.002,0.006,0.855,0.0476,1.0,43453.0,41431.0,2022.0,167272.0,3.8495,42274.0,1546.0,0.0,0.0,42475.0,42415.0,40.0,20.0,0.0,0.9986,0.0009,0.0005,0.0,654.0,100.0,20.0,534.0,0.1529,0.0306,0.8165,123920.0,36316.0,7036.0,0.7408,0.2171,0.0421
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/10-treeWeight-88-10leaves.asp.ground,0.0032,0.8739,0.0029,0.0068,0.8091,0.0697,1.0,29799.0,27777.0,2022.0,112871.0,3.7877,28852.0,1293.0,0.0,0.0,29024.0,28964.0,40.0,20.0,0.0,0.9979,0.0014,0.0007,0.0,612.0,100.0,20.0,492.0,0.1634,0.0327,0.8039,83173.0,23462.0,6236.0,0.7369,0.2079,0.0552
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/13-treeWeight-318-10leaves.asp.ground,0.001,0.9536,0.0009,0.007,0.9286,0.0215,1.0,95527.0,93505.0,2022.0,373306.0,3.9079,93747.0,2364.0,0.0,0.0,94148.0,94088.0,40.0,20.0,0.0,0.9994,0.0004,0.0002,0.0,1086.0,102.0,20.0,964.0,0.0939,0.0184,0.8877,277880.0,87428.0,7998.0,0.7444,0.2342,0.0214
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/14-treeWeight-154-10leaves.asp.ground,0.0015,0.9217,0.0013,0.0052,0.8903,0.0315,1.0,65330.0,63308.0,2022.0,254599.0,3.8971,63870.0,1890.0,0.0,0.0,64107.0,64047.0,40.0,20.0,0.0,0.9991,0.0006,0.0003,0.0,777.0,103.0,20.0,654.0,0.1326,0.0257,0.8417,189370.0,57083.0,8146.0,0.7438,0.2242,0.032
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/15-treeWeight-184-10leaves.asp.ground,0.0013,0.9345,0.0011,0.0054,0.9056,0.0278,1.0,73913.0,71891.0,2022.0,288353.0,3.9012,72364.0,1991.0,0.0,0.0,72632.0,72572.0,40.0,20.0,0.0,0.9992,0.0006,0.0003,0.0,804.0,100.0,20.0,684.0,0.1244,0.0249,0.8507,214541.0,65793.0,8019.0,0.744,0.2282,0.0278
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/18-treeWeight-254-10leaves.asp.ground,0.0009,0.9493,0.0008,0.0052,0.9277,0.0198,1.0,103809.0,101787.0,2022.0,407211.0,3.9227,101961.0,2374.0,0.0,0.0,102299.0,102239.0,40.0,20.0,0.0,0.9994,0.0004,0.0002,0.0,967.0,105.0,20.0,842.0,0.1086,0.0207,0.8707,303503.0,94898.0,8810.0,0.7453,0.233,0.0216
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/19-treeWeight-181-10leaves.asp.ground,0.0014,0.93,0.0012,0.0055,0.8992,0.0304,1.0,67772.0,65750.0,2022.0,263905.0,3.894,66292.0,1915.0,0.0,0.0,66548.0,66488.0,40.0,20.0,0.0,0.9991,0.0006,0.0003,0.0,788.0,102.0,20.0,666.0,0.1294,0.0254,0.8452,196234.0,59825.0,7846.0,0.7436,0.2267,0.0297
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/20-treeWeight-166-10leaves.asp.ground,0.0016,0.9235,0.0015,0.006,0.888,0.0358,1.0,57565.0,55543.0,2022.0,223118.0,3.8759,56200.0,1775.0,0.0,0.0,56441.0,56381.0,40.0,20.0,0.0,0.9989,0.0007,0.0004,0.0,739.0,101.0,20.0,618.0,0.1367,0.0271,0.8363,165654.0,50118.0,7346.0,0.7425,0.2246,0.0329
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/21-treeWeight-159-10leaves.asp.ground,0.0025,0.9055,0.0022,0.0066,0.8545,0.0536,1.0,38659.0,36637.0,2022.0,147646.0,3.8192,37545.0,1472.0,0.0,0.0,37744.0,37684.0,40.0,20.0,0.0,0.9984,0.0011,0.0005,0.0,638.0,98.0,20.0,520.0,0.1536,0.0313,0.815,109088.0,32232.0,6326.0,0.7388,0.2183,0.0428
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/22-treeWeight-156-10leaves.asp.ground,0.0015,0.9229,0.0014,0.0055,0.8896,0.0331,1.0,62262.0,60240.0,2022.0,242203.0,3.8901,60863.0,1843.0,0.0,0.0,61102.0,61042.0,40.0,20.0,0.0,0.999,0.0007,0.0003,0.0,806.0,102.0,20.0,684.0,0.1266,0.0248,0.8486,180042.0,54335.0,7826.0,0.7434,0.2243,0.0323
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/easy/29-treeWeight-136-10leaves.asp.ground,0.0015,0.91,0.0014,0.0049,0.8772,0.0334,1.0,61722.0,59700.0,2022.0,240695.0,3.8997,60274.0,1851.0,0.0,0.0,60493.0,60433.0,40.0,20.0,0.0,0.999,0.0007,0.0003,0.0,722.0,104.0,20.0,598.0,0.144,0.0277,0.8283,179074.0,53061.0,8560.0,0.744,0.2204,0.0356
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/03-treeWeight-49-10leaves.asp.ground,0.0051,0.7912,0.0046,0.0068,0.6909,0.1116,1.0,18748.0,16726.0,2022.0,69460.0,3.7049,17979.0,1064.0,0.0,0.0,18112.0,18052.0,40.0,20.0,0.0,0.9967,0.0022,0.0011,0.0,507.0,103.0,20.0,384.0,0.2032,0.0394,0.7574,50813.0,12500.0,6147.0,0.7315,0.18,0.0885
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/04-treeWeight-86-10leaves.asp.ground,0.003,0.8331,0.0027,0.0053,0.7727,0.0662,1.0,31487.0,29465.0,2022.0,120737.0,3.8345,30414.0,1405.0,0.0,0.0,30566.0,30506.0,40.0,20.0,0.0,0.998,0.0013,0.0007,0.0,580.0,104.0,20.0,456.0,0.1793,0.0345,0.7862,89351.0,23606.0,7780.0,0.74,0.1955,0.0644
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/08-treeWeight-87-10leaves.asp.ground,0.0033,0.8196,0.003,0.0051,0.7546,0.0722,1.0,28902.0,26880.0,2022.0,110493.0,3.823,27872.0,1359.0,0.0,0.0,28016.0,27956.0,40.0,20.0,0.0,0.9979,0.0014,0.0007,0.0,576.0,102.0,20.0,454.0,0.1771,0.0347,0.7882,81692.0,21137.0,7664.0,0.7393,0.1913,0.0694
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/10-treeWeight-48-10leaves.asp.ground,0.0056,0.7919,0.005,0.0072,0.6826,0.1228,1.0,17037.0,15015.0,2022.0,62465.0,3.6664,16340.0,999.0,0.0,0.0,16472.0,16412.0,40.0,20.0,0.0,0.9964,0.0024,0.0012,0.0,524.0,100.0,20.0,404.0,0.1908,0.0382,0.771,45529.0,11218.0,5718.0,0.7289,0.1796,0.0915
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/14-treeWeight-80-10leaves.asp.ground,0.0029,0.848,0.0026,0.0058,0.7892,0.0638,1.0,32608.0,30586.0,2022.0,124960.0,3.8322,31554.0,1402.0,0.0,0.0,31717.0,31657.0,40.0,20.0,0.0,0.9981,0.0013,0.0006,0.0,613.0,103.0,20.0,490.0,0.168,0.0326,0.7993,92453.0,25030.0,7477.0,0.7399,0.2003,0.0598
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/16-treeWeight-40-10leaves.asp.ground,0.0075,0.7368,0.0067,0.0069,0.5963,0.162,1.0,12968.0,10946.0,2022.0,46367.0,3.5755,12366.0,885.0,0.0,0.0,12481.0,12421.0,40.0,20.0,0.0,0.9952,0.0032,0.0016,0.0,484.0,102.0,20.0,362.0,0.2107,0.0413,0.7479,33500.0,7412.0,5455.0,0.7225,0.1599,0.1176
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/18-treeWeight-102-10leaves.asp.ground,0.0021,0.8809,0.0019,0.0053,0.8371,0.0464,1.0,44603.0,42581.0,2022.0,172669.0,3.8712,43363.0,1612.0,0.0,0.0,43549.0,43489.0,40.0,20.0,0.0,0.9986,0.0009,0.0005,0.0,659.0,105.0,20.0,534.0,0.1593,0.0303,0.8103,128167.0,36450.0,8052.0,0.7423,0.2111,0.0466
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/19-treeWeight-70-10leaves.asp.ground,0.0038,0.8203,0.0034,0.006,0.7456,0.0825,1.0,25277.0,23255.0,2022.0,95684.0,3.7854,24356.0,1240.0,0.0,0.0,24501.0,24441.0,40.0,20.0,0.0,0.9976,0.0016,0.0008,0.0,556.0,102.0,20.0,434.0,0.1835,0.036,0.7806,70508.0,18248.0,6928.0,0.7369,0.1907,0.0724
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/20-treeWeight-68-10leaves.asp.ground,0.0041,0.8165,0.0036,0.0062,0.7374,0.0885,1.0,23581.0,21559.0,2022.0,88791.0,3.7654,22695.0,1194.0,0.0,0.0,22838.0,22778.0,40.0,20.0,0.0,0.9974,0.0018,0.0009,0.0,535.0,101.0,20.0,414.0,0.1888,0.0374,0.7738,65311.0,16831.0,6649.0,0.7356,0.1896,0.0749
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/21-treeWeight-84-10leaves.asp.ground,0.0051,0.8059,0.0045,0.0054,0.7092,0.11,1.0,19045.0,17023.0,2022.0,70377.0,3.6953,18251.0,1075.0,0.0,0.0,18375.0,18315.0,40.0,20.0,0.0,0.9967,0.0022,0.0011,0.0,484.0,98.0,20.0,366.0,0.2025,0.0413,0.7562,51433.0,13011.0,5933.0,0.7308,0.1849,0.0843
instances/asp/data/weighted-sequence/weighted-sequence-first/weighted-sequence/instances/small/opt/22-treeWeight-79-10leaves.asp.ground,0.0031,0.8483,0.0027,0.0059,0.7865,0.0664,1.0,31284.0,29262.0,2022.0,119597.0,3.8229,30272.0,1369.0,0.0,0.0,30434.0,30374.0,40.0,20.0,0.0,0.998,0.0013,0.0007,0.0,632.0,102.0,20.0,510.0,0.1614,0.0316,0.807,88414.0,23915.0,7268.0,0.7393,0.2,0.0608
